evaspot_name,japanese_name,evaspot_kind_name,diskinds,evaspot_capacity,cities_name,cities_subdiv,cities_subarea_name,shelter_status_name,longitude,latitude,内水氾濫,土石流,地震,大規模な火事,崖崩れ・地滑り,津波,洪水,高潮
南条保健福祉センター,なんじょうほけんふくしせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '7', 'name': '大規模な火事'}]",,南越前町,南条郡南越前町脇本第１７号３８番地の１,南条西地区,未開設,136.185079,35.843569,0,1,0,1,0,0,1,0
桜橋運動公園,さくらばしうんどうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町赤萩第５５号１８番地の２,桜橋地区,未開設,136.099441,35.819254,0,0,1,0,0,0,0,0
桜橋運動公園体育館,さくらばしうんどうこうえんたいいくかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,南越前町,南条郡南越前町赤萩第３８号３番地の３,桜橋地区,未開設,136.09958,35.818368,0,1,0,1,0,1,1,1
桜橋運動公園体育館,さくらばしうんどうこうえんたいいくかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,南越前町,南条郡南越前町赤萩第３８号３番地の３,桜橋地区,未開設,136.09958,35.818368,0,1,0,1,0,1,1,1
南条勤労者体育センター,なんじょうきんろうしゃたいいくせんたー,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '7', 'name': '大規模な火事'}]",,南越前町,南条郡南越前町鋳物師第４５号１４番地の６,南条東地区,未開設,136.200518,35.833713,0,1,0,1,0,0,0,0
南条勤労者体育センター,なんじょうきんろうしゃたいいくせんたー,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '7', 'name': '大規模な火事'}]",,南越前町,南条郡南越前町鋳物師第４５号１４番地の６,南条東地区,未開設,136.200518,35.833713,0,1,0,1,0,0,0,0
南条活性化施設ホノケ,なんじょうかっせいかしせつほのけ,指定避難所,[],,南越前町,南越前町上別所,南条西地区,未開設,136.1930667,35.81754722,0,0,0,0,0,0,0,0
今庄診療所,いまじょうしんりょうじょ,避難所,[],,南越前町,南越前町今庄84-24-1,今庄地区,未開設,136.2003833,35.77288333,0,0,0,0,0,0,0,0
今庄老人保健施設,いまじょうろうじんほけんしせつ,避難所,[],,南越前町,南越前町今庄84-26,今庄地区,未開設,136.2005417,35.77265,0,0,0,0,0,0,0,0
今庄地区公民館堺分館,いまじょうちくこうみんかんさかいぶんかん,指定避難所,[],,南越前町,南越前町大門,堺地区,未開設,136.2025306,35.74927778,0,0,0,0,0,0,0,0
今庄小中学校グラウンド,いまじょうしょうちゅうがっこうぐらうんど,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町今庄第２７号７番地の１,,未開設,136.197833,35.779349,0,0,1,0,0,0,0,0
大門山村広場,だいもんやまむらひろば,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町大門第８号３番地の１,,未開設,136.202395,35.749261,0,0,1,0,0,0,0,0
今庄地区公民館鹿蒜分館グラウンド,いまじょうちくこうみんかんしかさんぶんかんぐらうんど,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町新道第２４号２9番地,,未開設,136.169531,35.759632,0,0,1,0,0,0,0,0
南条小中学校グラウンド,なんじょうしょうちゅうがっこうぐらうんど,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町東大道第３２号１６番地の１,,未開設,136.19545,35.835182,0,0,1,0,0,0,0,0
湯尾ふれあい会館前駐車場,ゆおふれあいかいかんまえちゅうしゃじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町湯尾第５４号４３番地,,未開設,136.194879,35.797479,0,0,1,0,0,0,0,0
湯尾小学校グラウンド,ゆおしょうがっこうぐらうんど,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町湯尾第８８号２番地の４,,未開設,136.197784,35.792626,0,0,1,0,0,0,0,0
ウォーターランド南条駐車場,うぉーたーらんどなんじょうちゅうしゃじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町牧谷第２9号７番地,,未開設,136.201311,35.833101,0,0,1,0,0,0,0,0
河野小中学校グラウンド,こうのしょうちゅうがっこうぐらうんど,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町甲楽城第１３号１番地の４０,,未開設,136.056268,35.836356,0,0,1,0,0,0,0,0
スポーツパーク476,すぽーつぱーく４７６,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町第５０号７６番地,,未開設,136.267274,35.793577,0,0,1,0,0,0,0,0
南条保健福祉センター駐車場,なんじょうほけんふくしせんたーちゅうしゃじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町脇本第１７号３８番地の１,,未開設,136.184971,35.843936,0,0,1,0,0,0,0,0
南条勤労者体育センター前広場,なんじょうきんろうしゃたいいくせんたーまえひろば,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,南越前町,南条郡南越前町鋳物師第４５号１４番地の１,,未開設,136.200154,35.833843,0,0,1,0,0,0,0,0
越前町営球技場,えちぜんちょうえいきゅうぎじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町上川去１１-１,朝日地区,未開設,136.136274,35.968982,0,0,1,0,0,0,0,0
春日区民会館,かすがくみんかいかん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町上川去24-10-1,朝日地区,未開設,136.12633,35.963894,0,1,0,0,0,0,0,0
上川去集落生活改善センター,かみかわさりしゅうらくせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町上川去6-33-2,朝日地区,未開設,136.132252,35.96911,0,1,0,0,0,0,0,0
上戸集落センター,うわどしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町上戸２６－２9,織田地区,未開設,136.082759,35.960867,0,1,0,0,0,0,1,0
奥糸生多目的集会施設,おくいとうたもくてきしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町上糸生11-3,朝日地区,未開設,136.069585,36.00769,0,0,0,0,0,0,1,0
森区民会館,もりくみんかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町上糸生19-15,朝日地区,未開設,136.076838,36.004976,0,0,0,0,0,0,1,0
清水ふれあい会館,しょうずふれあいかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町上糸生40-8,朝日地区,未開設,136.080231,36.001198,0,0,0,0,0,0,1,0
大玉公民館,いかだまこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町上糸生54-8,朝日地区,未開設,136.078934,35.996281,0,1,0,0,0,0,1,0
糸生小学校,いとうしょうがっこう,指定避難所,[],,越前町,丹生郡越前町上糸生81-19,朝日地区,未開設,136.084014,35.996471,0,0,0,0,0,0,0,0
上糸生集落生活改善センター,かみいとうしゅうらくせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町上糸生81-8,朝日地区,未開設,136.085387,35.995375,0,1,0,0,0,0,1,0
山中児童館,やまなかじどうかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町下山中６－３－１,織田地区,未開設,136.029876,35.957229,0,1,1,0,0,0,1,0
下河原集落農事集会所,しもがわらしゅうらくのうじしゅうかいしょ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町下河原２８－４,織田地区,未開設,136.056795,35.941758,0,0,0,0,0,0,1,0
矢倉集落センター,やぐらしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町下河原３７－３,織田地区,未開設,136.058478,35.951467,0,1,0,0,0,0,1,0
織田勤労者体育館,おだきんろうしゃたいいくかん,指定避難所,[],,越前町,丹生郡越前町下河原37-16-6,織田地区,未開設,136.057137,35.950037,0,0,0,0,0,0,0,0
織田中央公園,おたちゅうおうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町下河原37-19-1,織田地区,未開設,136.056543,35.949167,0,0,1,0,0,0,0,0
織田中学校,おたちゅうがっこう,指定避難所,[],,越前町,丹生郡越前町下河原37-2-10,織田地区,未開設,136.054198,35.949117,0,0,0,0,0,0,0,0
野田ふる里集落センター,のだふるさとしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町下糸生106-39,朝日地区,未開設,136.092802,35.987997,0,1,0,0,0,0,1,0
葛野区民会館,くずのくみんかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町下糸生130-4-1,朝日地区,未開設,136.096178,35.990663,0,1,0,0,0,0,1,0
下糸生多目的集会施設,しもいとうたもくてきしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町下糸生33-40,朝日地区,未開設,136.084789,35.986389,0,1,0,0,0,0,1,0
中集落センター,なかしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町中１9－２０－１,織田地区,未開設,136.050566,35.962249,0,1,0,0,0,0,1,0
丸山区防災コミュニティ防災拠点施設,まるやまくぼうさいこみゅにてぃぼうさいきょてんしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町丸山9,織田地区,未開設,136.060077,35.975119,0,1,0,0,0,0,1,0
乙坂区民会館,おつさかくみんかいかん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町乙坂23-25,朝日地区,未開設,136.140612,35.988234,0,1,0,0,0,0,0,0
宇田集落生活改善センター,うだしゅうらくせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町佐々生29-20,朝日地区,未開設,136.124358,35.953351,0,0,0,0,0,0,1,0
佐々生生活改善センター,さそうせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町佐々生67-2-3,朝日地区,未開設,136.117195,35.952685,0,1,0,0,0,0,1,0
入尾集落センター,いりおしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町入尾２８－１５,織田地区,未開設,136.055166,35.988661,0,1,0,0,0,0,1,0
八田集落センター,はったしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町八田４9－１２－１,宮崎地区,未開設,136.114853,35.921578,0,1,0,0,0,0,1,0
越前町生涯学習センター,えちぜんちょうしょうがいがくしゅうせんたー,指定避難所,[],,越前町,丹生郡越前町内郡13-19-3,朝日地区,未開設,136.128532,35.973797,0,0,0,0,0,0,0,0
内郡区民会館,うちこおりくみんかいかん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町内郡2-89,朝日地区,未開設,136.122994,35.975803,0,1,0,0,0,0,0,0
丹生高等学校,にゅうこうとうがっこう,指定避難所,[],,越前町,丹生郡越前町内郡41-18-1,朝日地区,未開設,136.120979,35.975313,0,0,0,0,0,0,0,0
等覚寺,とうかくじ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町内郡4-48,朝日地区,未開設,136.124006,35.974241,0,1,0,0,0,0,1,0
円満ふれあい会館,えんまふれあいかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町円満１３－２9－３０,宮崎地区,未開設,136.120211,35.929577,0,1,0,0,0,0,1,0
厨園地,くりやえんち,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町厨１３－１２－１,越前地区,未開設,135.997959,35.928013,0,0,0,0,0,1,0,0
厨地区集会施設,くりやちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町厨１６－１７－１,越前地区,未開設,135.998373,35.92841,0,1,1,0,0,0,1,1
越前町観光会館,えちぜんちょうかんこうかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町厨７１－３２７－４,越前地区,未開設,135.997788,35.921785,0,0,1,0,0,1,1,1
アクティブランド運動場,あくてぃぶらんどうんどうじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町厨71-326-1,越前地区,未開設,135.996669,35.918697,0,0,1,0,0,0,0,0
アクティブランド体育館,あくてぃぶらんどたいいくかん,指定避難所,[],,越前町,丹生郡越前町厨71-326-1,越前地区,未開設,135.99695,35.919591,0,0,0,0,0,0,0,0
剱神社（大樟）,つるぎじんじゃ（だいくす）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町大樟６－３,越前地区,未開設,135.995215,35.940133,0,0,0,0,0,1,0,0
越前中学校,えちぜんちゅうがっこう,指定避難所,[],,越前町,丹生郡越前町大樟14-19,越前地区,未開設,135.99723,35.937689,0,0,0,0,0,0,0,0
越前中学校グラウンド,えちぜんちゅうがっこうぐらうんど,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町大樟１４－１9,越前地区,未開設,135.998522,35.936991,0,0,0,0,0,1,0,0
大樟地区集会施設,おこのぎちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町大樟８－５８－9,越前地区,未開設,135.995734,35.937096,0,1,0,0,0,1,1,1
大王丸区集落生活改善センター,だいおうまるくしゅうらくせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町大王丸１７－３２,織田地区,未開設,136.047344,35.960151,0,1,0,0,0,0,1,0
三崎区文殊の里会館,みさきくもんじゅのさとかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町大王丸２１－３６,織田地区,未開設,136.044126,35.958433,0,1,0,0,0,0,1,0
織田小学校,おたしょうがっこう,指定避難所,[],,越前町,丹生郡越前町大王丸20-17,織田地区,未開設,136.04556,35.957136,0,0,0,0,0,0,0,0
大畑公民館,おおばたこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町大畑9-20-2,朝日地区,未開設,136.115147,35.999307,0,0,0,0,0,0,1,0
青少年旅行村管理棟,せいしょうねんりょこうむらかんりとう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町大谷寺29-16-9,朝日地区,未開設,136.091032,36.004582,0,1,0,0,0,0,1,0
陣屋の里,じんやのさと,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町天宝6-9,朝日地区,未開設,136.124463,35.979515,0,1,0,0,0,0,0,0
朝日小学校,あさひしょうがっこう,指定避難所,[],,越前町,丹生郡越前町天王5-7,朝日地区,未開設,136.129387,35.981263,0,0,0,0,0,0,0,0
天谷公民館,あまだにこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町天谷71-34,朝日地区,未開設,136.062196,36.018878,0,0,0,0,0,0,1,0
宿地区集会施設,しゅくちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町宿１－４,越前地区,未開設,135.98649,35.951703,0,1,1,0,0,1,1,1
気比神社（宿）,けひじんじゃ（やど）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町宿８－３１,越前地区,未開設,135.987441,35.951154,0,0,0,0,0,1,0,0
宮里あずま館,みやざとあずまかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町寺１３－４,宮崎地区,未開設,136.111788,35.931954,0,1,1,0,0,0,1,0
陶の谷サブセンター,すえのたにさぶせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町寺１１－１１,宮崎地区,未開設,136.113619,35.938946,0,1,0,0,0,0,1,0
陶の谷保育所,すえのたにほいくしょ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町寺１４－４０,宮崎地区,未開設,136.112108,35.932336,0,1,0,0,0,0,1,0
小倉多目的集会施設,おぐらたもくてきしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町小倉49-32,朝日地区,未開設,136.101804,35.99698,0,1,0,0,0,0,1,0
越前町生涯学習センター糸生分館,えちぜんちょうしょうがいがくしゅうせんたーいとうぶんかん,指定避難所,[],,越前町,丹生郡越前町小倉89-53,朝日地区,未開設,136.094715,35.994133,0,0,0,0,0,0,0,0
小川区民会館,おがわくみんかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町小川29-4,朝日地区,未開設,136.063978,36.005045,0,0,0,0,0,0,1,0
小曽原区民会館,おぞわらくみんかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町小曽原３６－４１,宮崎地区,未開設,136.063916,35.928595,0,1,0,0,0,0,1,0
小曽原保育所,おぞわらほいくしょ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町小曽原３４－３１－１,宮崎地区,未開設,136.064232,35.927958,0,1,1,0,0,0,1,0
若竹荘,わかたけそう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町小曽原１１9－１－２,宮崎地区,未開設,136.063437,35.930301,0,1,0,0,0,0,1,0
剱神社（小樟）,つるぎじんじゃ（しょうくす）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町小樟５－１３,越前地区,未開設,135.992147,35.942096,0,0,0,0,0,1,0,0
四ヶ浦小学校グラウンド,よんがうらしょうがっこうぐらうんど,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町小樟４２－１７５,越前地区,未開設,135.98998,35.945406,0,0,0,0,0,1,0,0
小樟地区集会施設,ここのぎちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町小樟４３－８－２６,越前地区,未開設,135.993082,35.94033,0,1,1,0,0,0,1,1
旧四ヶ浦小学校,きゅうしかうらしょうがっこう,指定避難所,[],,越前町,丹生郡越前町小樟42-175,越前地区,未開設,135.990111,35.945451,0,0,0,0,0,0,0,0
岩開生活改善センター,いわかいせいかつかいぜんせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町岩開16-73,朝日地区,未開設,136.124541,35.960023,0,1,0,0,0,0,1,0
神明神社（左右）,しんめいじんじゃ（さゆう）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町左右６－７,越前地区,未開設,135.965472,35.986362,0,0,0,0,0,1,0,0
左右地区集会施設,そうちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}]",,越前町,丹生郡越前町左右２－４－１,越前地区,未開設,135.96295,35.987723,0,0,0,0,0,0,1,1
市区公民館,いちくこうみんかん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町市2-1-8,朝日地区,未開設,136.138312,35.984084,0,1,0,0,0,0,0,0
平等婦人の家,たいらふじんのいえ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町平等５４－１,織田地区,未開設,136.048915,35.941201,0,1,0,0,0,0,1,0
広野・蚊谷寺集落センター,ひろの・かだんじしゅうらくせんたー,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町広野３５－３,宮崎地区,未開設,136.094136,35.947336,0,1,0,0,0,0,1,0
打越区公民館,うちこしくこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町打越１６０,織田地区,未開設,136.055425,35.966896,0,1,0,0,0,0,1,0
鹿嶋神社（新保）,かしまじんじゃ（しんぼ）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町新保１１－３６,越前地区,未開設,135.987941,35.949462,0,0,0,0,0,1,0,0
新保地区集会施設,しんぼちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町新保１２－３５,越前地区,未開設,135.986771,35.949982,0,1,1,0,0,0,1,1
城ヶ谷地区集会施設,じょうがたにちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}]",,越前町,丹生郡越前町新保１４－１７－２,越前地区,未開設,135.987452,35.94663,0,0,0,0,0,0,1,1
八幡神社（城ヶ谷）,はちまんじんじゃ（きずきがたに）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町新保１３－３9,越前地区,未開設,135.988864,35.946717,0,0,0,0,0,1,0,0
B＆G海洋センター体育館,びーあんどじーかいようせんたーたいいくかん,指定避難所,[],,越前町,丹生郡越前町朝日22-35,朝日地区,未開設,136.118194,35.970397,0,0,0,0,0,0,0,0
古墳公園,こふんこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町朝日2１-4－1,朝日地区,未開設,136.120898,35.972004,0,0,1,0,0,0,0,0
朝日運動場,あさひうんどうじょう,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町朝日42-８,朝日地区,未開設,136.117076,35.970927,0,0,1,0,0,0,0,0
朝日区民会館,あさひくみんかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町朝日5-51,朝日地区,未開設,136.123949,35.973203,0,1,0,0,0,0,1,0
東部1号公園,とうぶ１ごうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町東内郡4－501,朝日地区,未開設,136.13238,35.972107,0,0,1,0,0,0,0,0
栃川地域農業拠点施設,とちかわちいきのうぎょうきょてんしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町栃川34-5,朝日地区,未開設,136.128791,35.985602,0,0,0,0,0,0,1,0
桜谷ふれあい会館,さくらだにふれあいかいかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}]",,越前町,丹生郡越前町桜谷２０－２,織田地区,未開設,136.069224,35.974997,0,0,0,0,0,0,1,0
鷺崎地区集会施設,さぎざきちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町梅浦６３－１４－１,越前地区,未開設,135.986348,35.952644,0,0,0,0,0,1,1,1
梅浦地区集会施設,うめうらちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町梅浦７０－１３－１,越前地区,未開設,135.983905,35.957481,0,1,0,0,0,1,1,1
越前地域福祉センター,えちぜんちいきふくしせんたー,指定避難所,[],,越前町,丹生郡越前町梅浦60-15,越前地区,未開設,135.983356,35.952859,0,0,0,0,0,0,0,0
越前サブコミュニティセンター,えちぜんさぶこみゅにていせんたー,指定避難所,[],,越前町,丹生郡越前町梅浦60-2-1,越前地区,未開設,135.984417,35.952861,0,0,0,0,0,0,0,0
越前町営越前体育館,えちぜんちょうえいえちぜんたいいくかん,指定避難所,[],,越前町,丹生郡越前町梅浦60-2-1,越前地区,未開設,135.984786,35.952692,0,0,0,0,0,0,0,0
上側地区集会施設,かみがわちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}]",,越前町,丹生郡越前町梅浦５9－１８－１,越前地区,未開設,135.983492,35.953813,0,0,0,0,0,1,1,1
ふるさと文化交流施設,ふるさとぶんかこうりゅうしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}]",,越前町,丹生郡越前町梨子ヶ平２８－１－２,越前地区,未開設,135.96977,35.988546,0,1,0,0,0,0,1,1
梨子ヶ平地区集会施設,なしがだいらちくしゅうかいしせつ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '4', 'name': '高潮'}]",,越前町,丹生郡越前町梨子ヶ平１9－６,越前地区,未開設,135.966556,35.988251,0,0,0,0,0,0,1,1
横山公民館ふれあい広場,よこやまこうみんかんふれあいひろば,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",,越前町,丹生郡越前町横山56-15-3,朝日地区,未開設,136.10846,35.977995,0,1,0,0,0,0,1,0
樫津隣保館,かしづりんぽかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",,越前町,丹生郡越前町樫津１６－１３－1,宮崎地区,未開設,136.088199,35.9399,0,1,1,0,0,0,1,0
